dataset_id,dataset_family,target_id,alpha,target_coverage,method_label,canonical_method_id,method_family,base_model_family,n_completed_rows,n_seeds,n_model_configs,n_source_reports,coverage_mean,coverage_std,coverage_ci_low,coverage_ci_high,coverage_margin_mean,width_mean,width_std,interval_score_mean,interval_score_std,frontier_flag,coverage_eligible_interval_score_selected,undercoverage_flag,claim_status,primary_caveat,source_report_id,source_artifact
college_scorecard_2026_median_earnings,college_scorecard,college_scorecard_2026_median_earnings,0.1,0.9,split_tail_0.25,split_tail,split_conformal,aggregate,306,3,51,2,0.896258040586,0.034751718435,0.892364258498,0.900151822674,-0.00374195941384,49716.0189316,134453.341204,64303.1362095,141942.671354,false,false,true,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
college_scorecard_2026_median_earnings,college_scorecard,college_scorecard_2026_median_earnings,0.1,0.9,split_tail_0.50,split_tail,split_conformal,aggregate,306,3,51,2,0.877685246542,0.0496213116993,0.872125389839,0.883245103245,-0.0223147534576,76461.8045761,287685.501633,91511.4002818,295795.617318,false,false,true,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
college_scorecard_2026_median_earnings,college_scorecard,college_scorecard_2026_median_earnings,0.1,0.9,split_tail_0.75,split_tail,split_conformal,aggregate,306,3,51,2,0.8649306686,0.0603835979677,0.858164943543,0.871696393656,-0.0350693314003,295886.059299,2171417.81071,310886.628886,2177695.82501,false,false,true,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
college_scorecard_2026_median_earnings,college_scorecard,college_scorecard_2026_median_earnings,0.1,0.9,venn_abers_quantile,venn_abers_bridge,venn_abers_or_inductive_distributional_bridge,aggregate,309,3,51,3,0.628258903316,0.0520748546753,0.622452530758,0.634065275873,-0.271741096684,23144.955074,94022.4991166,60962.6858575,105115.615308,false,false,true,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
college_scorecard_2026_median_earnings,college_scorecard,college_scorecard_2026_median_earnings,0.1,0.9,venn_abers_split_fallback,venn_abers_bridge,venn_abers_or_inductive_distributional_bridge,aggregate,306,3,51,2,0.893497948893,0.0462656678327,0.888314077798,0.898681819988,-0.00650205110667,50489.6598647,138955.877758,63429.4902136,143678.503269,false,false,true,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,cqr,cqr,quantile_conformal,aggregate,1420,10,71,2,0.991189493203,0.00369961868484,0.990997064938,0.991381921467,0.00118949320251,623355.875915,115935.701559,745883.47945,110314.764164,true,true,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,cv_plus,cv_plus,cross_validation_plus,aggregate,1420,10,71,2,0.989275229648,0.00468022906224,0.989031796896,0.9895186624,-0.000724770352071,577088.38226,126884.491934,737346.031522,193593.698584,false,false,true,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,mondrian_abs,mondrian_abs,group_stratified_residual,aggregate,1420,10,71,2,0.993632475501,0.00461779665822,0.993392290046,0.993872660956,0.00363247550095,1011651.45481,533592.11842,1143526.0593,510188.583489,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,normalized_abs,normalized_abs,normalized_residual,aggregate,1420,10,71,2,0.991608037252,0.00444964691248,0.99137659777,0.991839476735,0.0016080372524,106921060.494,1311630209.8,107041921.782,1311621161.19,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,shrink_0.00,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.9912990517,0.00582362160916,0.990996147672,0.991601955728,0.00129905169995,690268.041789,220760.032763,836313.177663,217915.573426,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,shrink_0.25,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.992319903565,0.00492981088692,0.992063489314,0.992576317816,0.00231990356478,744848.509036,258163.679704,885625.395959,248093.387367,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,shrink_0.50,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.993003693447,0.00462471274441,0.992763148265,0.993244238628,0.00300369344653,813808.563443,317975.234469,949770.810779,301986.121233,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,shrink_0.75,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.993370284287,0.00456298134297,0.993132949941,0.993607618633,0.00337028428706,901023.90552,406698.169479,1033612.87443,386448.627987,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,shrink_1.00,shrinkage_split,shrinkage_split,aggregate,1420,10,71,2,0.993632475501,0.00461779665822,0.993392290046,0.993872660956,0.00363247550095,1011651.45481,533592.11842,1143526.0593,510188.583489,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn,fairlearn_acs_income_wy,0.01,0.99,split_abs,split_abs,split_conformal,aggregate,1420,10,71,2,0.9912990517,0.00582362160916,0.990996147672,0.991601955728,0.00129905169995,690268.041789,220760.032763,836313.177663,217915.573426,false,false,false,descriptive_result_only,Row-level dispersion fields are descriptive; they are not audited inferential confidence intervals.,method_performance_synthesis,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
