dataset_id,target_id,alpha,method_label,canonical_method_id,method_family,coverage_mean,coverage_ci_low_raw,coverage_ci_high_raw,clipped_coverage_ci_low,clipped_coverage_ci_high,coverage_ci_clipped,finite_domain_validation_status,width_mean,interval_score_mean,numerical_pathology_flag,numerical_pathology_reason,display_interval_policy,recommended_plot_scale,source_artifact
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.05,shrink_0.25,shrinkage_split,shrinkage_split,0.951335179846,0.950791859436,0.951878500255,0.950791859436,0.951878500255,false,coverage_ci_within_probability_domain,237396.233309,346280.678451,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.05,shrink_0.50,shrinkage_split,shrinkage_split,0.95178689019,0.951239956674,0.952333823706,0.951239956674,0.952333823706,false,coverage_ci_within_probability_domain,239958.91799,348495.204891,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.05,shrink_0.75,shrinkage_split,shrinkage_split,0.952155106485,0.951595458382,0.952714754588,0.951595458382,0.952714754588,false,coverage_ci_within_probability_domain,242820.269505,351062.811326,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.05,shrink_1.00,shrinkage_split,shrinkage_split,0.95235315405,0.951784174621,0.952922133478,0.951784174621,0.952922133478,false,coverage_ci_within_probability_domain,245995.22224,354063.289875,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.05,split_abs,split_abs,split_conformal,0.95052591071,0.949983660635,0.951068160785,0.949983660635,0.951068160785,false,coverage_ci_within_probability_domain,235118.802265,344404.67304,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,cqr,cqr,quantile_conformal,0.900229967411,0.899410589726,0.901049345096,0.899410589726,0.901049345096,false,coverage_ci_within_probability_domain,108655.585195,209203.671364,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,cv_plus,cv_plus,cross_validation_plus,0.905203600549,0.904571295461,0.905835905637,0.904571295461,0.905835905637,false,coverage_ci_within_probability_domain,138305.109064,233378.52092,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,mondrian_abs,mondrian_abs,group_stratified_residual,0.90476623815,0.904035925668,0.905496550632,0.904035925668,0.905496550632,false,coverage_ci_within_probability_domain,144294.233856,237554.957916,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,normalized_abs,normalized_abs,normalized_residual,0.90101714976,0.900163337618,0.901870961901,0.900163337618,0.901870961901,false,coverage_ci_within_probability_domain,150859.919204,239899.373193,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
fairlearn_acs_income_wy,fairlearn_acs_income_wy,0.1,shrink_0.00,shrinkage_split,shrinkage_split,0.902723327905,0.901990427305,0.903456228505,0.901990427305,0.903456228505,false,coverage_ci_within_probability_domain,139918.202449,234712.909344,false,,display_raw_value,linear,experiments/regression/reports/methodology_sanity_audit_20260627/method_performance_synthesis.json
